#speed;rrot;x'-x;y'-y;heading'-heading;rot'-rot
1;-20;-0.495;-0.869;0.131;-0.030
1;-20;-0.497;-0.868;0.131;-0.030
1;-20;-0.499;-0.866;0.130;-0.030
1;-20;-0.501;-0.865;0.130;-0.030
1;-20;-0.503;-0.864;0.129;-0.030
1;-20;-0.505;-0.863;0.129;-0.030
1;-20;-0.507;-0.862;0.128;-0.030
1;-20;-0.509;-0.861;0.128;-0.030
1;-20;-0.511;-0.860;0.127;-0.030
1;-20;-0.513;-0.859;0.127;-0.030
1;-20;-0.515;-0.857;0.126;-0.030
1;-20;-0.517;-0.856;0.126;-0.030
1;-20;-0.518;-0.855;0.125;-0.030
1;-20;-0.520;-0.854;0.125;-0.030
1;-20;-0.522;-0.853;0.124;-0.030
1;-20;-0.524;-0.852;0.124;-0.030
1;-20;-0.526;-0.851;0.123;-0.030
1;-20;-0.528;-0.849;0.123;-0.030
1;-20;-0.530;-0.848;0.122;-0.030
1;-20;-0.531;-0.847;0.122;-0.030
1;-20;-0.533;-0.846;0.121;-0.030
1;-20;-0.535;-0.845;0.121;-0.030
1;-20;-0.537;-0.844;0.120;-0.030
1;-20;-0.538;-0.843;0.120;-0.030
1;-20;-0.540;-0.842;0.119;-0.030
1;-20;-0.542;-0.840;0.119;-0.030
1;-20;-0.544;-0.839;0.118;-0.030
1;-20;-0.545;-0.838;0.118;-0.030
1;-20;-0.547;-0.837;0.117;-0.030
1;-20;-0.549;-0.836;0.117;-0.030
1;-20;-0.551;-0.835;0.116;-0.030
1;-20;-0.552;-0.834;0.116;-0.030
1;-20;-0.554;-0.833;0.115;-0.030
1;-20;-0.556;-0.831;0.115;-0.030
1;-20;-0.557;-0.830;0.114;-0.030
1;-20;-0.559;-0.829;0.114;-0.030
1;-20;-0.561;-0.828;0.113;-0.030
1;-20;-0.562;-0.827;0.113;-0.030
1;-20;-0.564;-0.826;0.112;-0.030
1;-20;-0.566;-0.825;0.112;-0.030
1;-20;-0.567;-0.824;0.111;-0.030
1;-20;-0.569;-0.823;0.111;-0.030
1;-20;-0.570;-0.821;0.110;-0.030
1;-20;-0.572;-0.820;0.110;-0.030
1;-20;-0.573;-0.819;0.109;-0.030
1;-20;-0.575;-0.818;0.109;-0.030
1;-20;-0.577;-0.817;0.108;-0.030
1;-20;-0.578;-0.816;0.108;-0.030
1;-20;-0.580;-0.815;0.107;-0.030
1;-20;-0.581;-0.814;0.107;-0.030
1;-20;-0.583;-0.813;0.106;-0.030
1;-20;-0.584;-0.812;0.106;-0.030
1;-20;-0.586;-0.811;0.105;-0.030
1;-20;-0.587;-0.809;0.105;-0.030
1;-20;-0.589;-0.808;0.104;-0.030
1;-20;-0.590;-0.807;0.104;-0.030
1;-20;-0.592;-0.806;0.103;-0.030
1;-20;-0.593;-0.805;0.103;-0.030
1;-20;-0.594;-0.804;0.102;-0.030
1;-20;-0.596;-0.803;0.102;-0.030
1;-20;-0.597;-0.802;0.101;-0.030
1;-20;-0.599;-0.801;0.101;-0.030
1;-20;-0.600;-0.800;0.100;-0.030
1;-20;-0.602;-0.799;0.100;-0.030
1;-20;-0.603;-0.798;0.099;-0.030
1;-20;-0.604;-0.797;0.099;-0.030
1;-20;-0.606;-0.796;0.098;-0.030
1;-20;-0.607;-0.795;0.098;-0.030
1;-20;-0.608;-0.794;0.097;-0.030
1;-20;-0.610;-0.793;0.097;-0.030
1;-20;-0.611;-0.792;0.096;-0.030
1;-20;-0.612;-0.790;0.096;-0.030
1;-20;-0.614;-0.789;0.095;-0.030
1;-20;-0.615;-0.788;0.095;-0.030
1;-20;-0.616;-0.787;0.094;-0.030
1;-20;-0.618;-0.786;0.094;-0.030
1;-20;-0.619;-0.785;0.093;-0.030
1;-20;-0.620;-0.784;0.093;-0.030
1;-20;-0.622;-0.783;0.092;-0.030
1;-20;-0.623;-0.782;0.092;-0.030
1;-20;-0.624;-0.781;0.091;-0.030
1;-20;-0.625;-0.780;0.091;-0.030
1;-20;-0.627;-0.779;0.090;-0.030
1;-20;-0.628;-0.778;0.090;-0.030
1;-20;-0.629;-0.777;0.089;-0.030
1;-20;-0.630;-0.776;0.089;-0.030
1;-20;-0.631;-0.775;0.088;-0.030
1;-20;-0.633;-0.774;0.088;-0.030
1;-20;-0.634;-0.774;0.087;-0.030
1;-20;-0.635;-0.773;0.087;-0.030
1;-20;-0.636;-0.772;0.086;-0.030
1;-20;-0.637;-0.771;0.086;-0.030
1;-20;-0.638;-0.770;0.085;-0.030
1;-20;-0.640;-0.769;0.085;-0.030
1;-20;-0.641;-0.768;0.084;-0.030
1;-20;-0.642;-0.767;0.084;-0.030
1;-20;-0.643;-0.766;0.083;-0.030
1;-20;-0.644;-0.765;0.083;-0.030
1;-20;-0.645;-0.764;0.082;-0.030
1;-20;-0.646;-0.763;0.082;-0.030
1;-20;-0.647;-0.762;0.081;-0.030
1;-20;-0.648;-0.761;0.081;-0.030
1;-20;-0.650;-0.760;0.080;-0.030
1;-20;-0.651;-0.759;0.080;-0.030
1;-20;-0.652;-0.759;0.079;-0.030
1;-20;-0.653;-0.758;0.079;-0.030
1;-20;-0.654;-0.757;0.078;-0.030
1;-20;-0.655;-0.756;0.078;-0.030
1;-20;-0.656;-0.755;0.077;-0.030
1;-20;-0.657;-0.754;0.077;-0.030
1;-20;-0.658;-0.753;0.076;-0.030
1;-20;-0.659;-0.752;0.076;-0.030
1;-20;-0.660;-0.751;0.075;-0.030
1;-20;-0.661;-0.751;0.075;-0.030
1;-20;-0.662;-0.750;0.074;-0.030
1;-20;-0.663;-0.749;0.074;-0.030
1;-20;-0.664;-0.748;0.073;-0.030
1;-20;-0.665;-0.747;0.073;-0.030
1;-20;-0.666;-0.746;0.072;-0.030
1;-20;-0.667;-0.745;0.072;-0.030
1;-20;-0.668;-0.745;0.071;-0.030
1;-20;-0.668;-0.744;0.071;-0.030
1;-20;-0.669;-0.743;0.070;-0.030
1;-20;-0.670;-0.742;0.070;-0.030
1;-20;-0.671;-0.741;0.069;-0.030
1;-20;-0.672;-0.740;0.069;-0.030
1;-20;-0.673;-0.740;0.068;-0.030
1;-20;-0.674;-0.739;0.068;-0.030
1;-20;-0.675;-0.738;0.067;-0.030
1;-20;-0.676;-0.737;0.067;-0.030
1;-20;-0.676;-0.736;0.066;-0.030
1;-20;-0.677;-0.736;0.066;-0.030
1;-20;-0.678;-0.735;0.065;-0.030
1;-20;-0.679;-0.734;0.065;-0.030
1;-20;-0.680;-0.733;0.064;-0.030
1;-20;-0.681;-0.733;0.064;-0.030
1;-20;-0.681;-0.732;0.063;-0.030
1;-20;-0.682;-0.731;0.063;-0.030
1;-20;-0.683;-0.730;0.062;-0.030
1;-20;-0.684;-0.730;0.062;-0.030
1;-20;-0.685;-0.729;0.061;-0.030
1;-20;-0.685;-0.728;0.061;-0.030
1;-20;-0.686;-0.727;0.060;-0.030
1;-20;-0.687;-0.727;0.060;-0.030
1;-20;-0.688;-0.726;0.059;-0.030
1;-20;-0.688;-0.725;0.059;-0.030
1;-20;-0.689;-0.725;0.058;-0.030
1;-20;-0.690;-0.724;0.058;-0.030
1;-20;-0.691;-0.723;0.057;-0.030
1;-20;-0.691;-0.722;0.057;-0.030
1;-20;-0.692;-0.722;0.056;-0.030
1;-20;-0.693;-0.721;0.056;-0.030
1;-20;-0.694;-0.720;0.055;-0.030
1;-20;-0.694;-0.720;0.055;-0.030
1;-20;-0.695;-0.719;0.054;-0.030
1;-20;-0.696;-0.718;0.054;-0.030
1;-20;-0.696;-0.718;0.053;-0.030
1;-20;-0.697;-0.717;0.053;-0.030
1;-20;-0.698;-0.716;0.052;-0.030
1;-20;-0.698;-0.716;0.052;-0.030
1;-20;-0.699;-0.715;0.051;-0.030
1;-20;-0.700;-0.715;0.051;-0.030
1;-20;-0.700;-0.714;0.050;-0.030
1;-20;-0.701;-0.713;0.050;-0.030
1;-20;-0.701;-0.713;0.049;-0.030
1;-20;-0.702;-0.712;0.049;-0.030
1;-20;-0.703;-0.712;0.048;-0.030
1;-20;-0.703;-0.711;0.048;-0.030
1;-20;-0.704;-0.710;0.047;-0.030
1;-20;-0.704;-0.710;0.047;-0.030
1;-20;-0.705;-0.709;0.046;-0.030
1;-20;-0.706;-0.709;0.046;-0.030
1;-20;-0.706;-0.708;0.045;-0.030
1;-20;-0.707;-0.708;0.045;-0.030
1;-20;-0.707;-0.707;0.044;-0.030
1;-20;-0.708;-0.706;0.044;-0.030
1;-20;-0.708;-0.706;0.043;-0.030
1;-20;-0.709;-0.705;0.043;-0.030
1;-20;-0.709;-0.705;0.042;-0.030
1;-20;-0.710;-0.704;0.042;-0.030
1;-20;-0.710;-0.704;0.041;-0.030
1;-20;-0.711;-0.703;0.041;-0.030
1;-20;-0.711;-0.703;0.040;-0.030
1;-20;-0.712;-0.702;0.040;-0.030
1;-20;-0.712;-0.702;0.039;-0.030
1;-20;-0.713;-0.701;0.039;-0.030
1;-20;-0.713;-0.701;0.038;-0.030
1;-20;-0.714;-0.700;0.038;-0.030
1;-20;-0.714;-0.700;0.037;-0.030
1;-20;-0.715;-0.699;0.037;-0.030
1;-20;-0.715;-0.699;0.036;-0.030
1;-20;-0.716;-0.698;0.036;-0.030
1;-20;-0.716;-0.698;0.035;-0.030
1;-20;-0.717;-0.698;0.035;-0.030
1;-20;-0.717;-0.697;0.034;-0.030
1;-20;-0.717;-0.697;0.034;-0.030
1;-20;-0.718;-0.696;0.033;-0.030
1;-20;-0.718;-0.696;0.033;-0.030
1;-20;-0.719;-0.695;0.032;-0.030
1;-20;-0.719;-0.695;0.032;-0.030
1;-20;-0.719;-0.695;0.031;-0.030
1;-20;-0.720;-0.694;0.031;-0.030
1;-20;-0.720;-0.694;0.030;-0.030
1;-20;-0.720;-0.693;0.030;-0.030
1;-20;-0.721;-0.693;0.029;-0.030
1;-20;-0.721;-0.693;0.029;-0.030
1;-20;-0.722;-0.692;0.028;-0.030
1;-20;-0.722;-0.692;0.028;-0.030
1;-20;-0.722;-0.692;0.027;-0.030
1;-20;-0.723;-0.691;0.027;-0.030
1;-20;-0.723;-0.691;0.026;-0.030
1;-20;-0.723;-0.691;0.026;-0.030
1;-20;-0.724;-0.690;0.025;-0.030
1;-20;-0.724;-0.690;0.025;-0.030
1;-20;-0.724;-0.690;0.024;-0.030
1;-20;-0.724;-0.689;0.024;-0.030
1;-20;-0.725;-0.689;0.023;-0.030
1;-20;-0.725;-0.689;0.023;-0.030
1;-20;-0.725;-0.688;0.022;-0.030
1;-20;-0.726;-0.688;0.022;-0.030
1;-20;-0.726;-0.688;0.021;-0.030
1;-20;-0.726;-0.688;0.021;-0.030
1;-20;-0.726;-0.687;0.020;-0.030
1;-20;-0.727;-0.687;0.020;-0.030
1;-20;-0.727;-0.687;0.019;-0.030
1;-20;-0.727;-0.687;0.019;-0.030
1;-20;-0.727;-0.686;0.018;-0.030
1;-20;-0.727;-0.686;0.018;-0.030
1;-20;-0.728;-0.686;0.017;-0.030
1;-20;-0.728;-0.686;0.017;-0.030
1;-20;-0.728;-0.686;0.016;-0.030
1;-20;-0.728;-0.685;0.016;-0.030
1;-20;-0.728;-0.685;0.015;-0.030
1;-20;-0.729;-0.685;0.015;-0.030
1;-20;-0.729;-0.685;0.014;-0.030
1;-20;-0.729;-0.685;0.014;-0.030
1;-20;-0.729;-0.684;0.013;-0.030
1;-20;-0.729;-0.684;0.013;-0.030
1;-20;-0.729;-0.684;0.012;-0.030
1;-20;-0.730;-0.684;0.012;-0.030
1;-20;-0.730;-0.684;0.011;-0.030
1;-20;-0.730;-0.684;0.011;-0.030
1;-20;-0.730;-0.683;0.010;-0.030
1;-20;-0.730;-0.683;0.010;-0.030
1;-20;-0.730;-0.683;0.009;-0.030
1;-20;-0.730;-0.683;0.009;-0.030
1;-20;-0.730;-0.683;0.008;-0.030
1;-20;-0.731;-0.683;0.008;-0.030
1;-20;-0.731;-0.683;0.007;-0.030
1;-20;-0.731;-0.683;0.007;-0.030
1;-20;-0.731;-0.683;0.006;-0.030
1;-20;-0.731;-0.682;0.006;-0.030
1;-20;-0.731;-0.682;0.005;-0.030
1;-20;-0.731;-0.682;0.005;-0.030
1;-20;-0.731;-0.682;0.004;-0.030
1;-20;-0.731;-0.682;0.004;-0.030
1;-20;-0.731;-0.682;0.003;-0.030
1;-20;-0.731;-0.682;0.003;-0.030
1;-20;-0.731;-0.682;0.002;-0.030
1;-20;-0.731;-0.682;0.002;-0.030
1;-20;-0.731;-0.682;0.001;-0.030
1;-20;-0.731;-0.682;0.001;-0.030
1;-20;-0.731;-0.682;0.000;-0.030
1;-20;-0.731;-0.682;-0.000;-0.030
1;-20;-0.731;-0.682;-0.001;-0.030
1;-20;-0.731;-0.682;-0.001;-0.030
1;-20;-0.731;-0.682;-0.002;-0.030
1;-20;-0.731;-0.682;-0.002;-0.030
1;-20;-0.731;-0.682;-0.003;-0.030
1;-20;-0.731;-0.682;-0.003;-0.030
1;-20;-0.731;-0.682;-0.004;-0.030
1;-20;-0.731;-0.682;-0.004;-0.030
1;-20;-0.731;-0.682;-0.005;-0.030
1;-20;-0.731;-0.682;-0.005;-0.030
1;-20;-0.731;-0.682;-0.006;-0.030
1;-20;-0.731;-0.682;-0.006;-0.030
1;-20;-0.731;-0.683;-0.007;-0.030
1;-20;-0.731;-0.683;-0.007;-0.030
1;-20;-0.731;-0.683;-0.008;-0.030
1;-20;-0.731;-0.683;-0.008;-0.030
1;-20;-0.731;-0.683;-0.009;-0.030
1;-20;-0.730;-0.683;-0.009;-0.030
1;-20;-0.730;-0.683;-0.010;-0.030
1;-20;-0.730;-0.683;-0.010;-0.030
1;-20;-0.730;-0.683;-0.011;-0.030
1;-20;-0.730;-0.684;-0.011;-0.030
1;-20;-0.730;-0.684;-0.012;-0.030
1;-20;-0.730;-0.684;-0.012;-0.030
1;-20;-0.730;-0.684;-0.013;-0.030
1;-20;-0.729;-0.684;-0.013;-0.030
1;-20;-0.729;-0.684;-0.014;-0.030
1;-20;-0.729;-0.684;-0.014;-0.030
1;-20;-0.729;-0.685;-0.015;-0.030
1;-20;-0.729;-0.685;-0.015;-0.030
1;-20;-0.729;-0.685;-0.016;-0.030
1;-20;-0.728;-0.685;-0.016;-0.030
1;-20;-0.728;-0.685;-0.017;-0.030
1;-20;-0.728;-0.686;-0.017;-0.030
1;-20;-0.728;-0.686;-0.018;-0.030
1;-20;-0.728;-0.686;-0.018;-0.030
1;-20;-0.727;-0.686;-0.019;-0.030
1;-20;-0.727;-0.687;-0.019;-0.030
1;-20;-0.727;-0.687;-0.020;-0.030
1;-20;-0.727;-0.687;-0.020;-0.030
1;-20;-0.726;-0.687;-0.021;-0.030
1;-20;-0.726;-0.688;-0.021;-0.030
1;-20;-0.726;-0.688;-0.022;-0.030
1;-20;-0.726;-0.688;-0.022;-0.030
1;-20;-0.725;-0.688;-0.023;-0.030
1;-20;-0.725;-0.689;-0.023;-0.030
1;-20;-0.725;-0.689;-0.024;-0.030
1;-20;-0.725;-0.689;-0.024;-0.030
1;-20;-0.724;-0.690;-0.025;-0.030
1;-20;-0.724;-0.690;-0.025;-0.030
1;-20;-0.724;-0.690;-0.026;-0.030
1;-20;-0.723;-0.691;-0.026;-0.030
1;-20;-0.723;-0.691;-0.027;-0.030
1;-20;-0.723;-0.691;-0.027;-0.030
1;-20;-0.722;-0.692;-0.028;-0.030
1;-20;-0.722;-0.692;-0.028;-0.030
1;-20;-0.722;-0.692;-0.029;-0.030
1;-20;-0.721;-0.693;-0.029;-0.030
1;-20;-0.721;-0.693;-0.030;-0.030
1;-20;-0.721;-0.693;-0.030;-0.030
1;-20;-0.720;-0.694;-0.031;-0.030
1;-20;-0.720;-0.694;-0.031;-0.030
1;-20;-0.719;-0.694;-0.032;-0.030
1;-20;-0.719;-0.695;-0.032;-0.030
1;-20;-0.719;-0.695;-0.033;-0.030
1;-20;-0.718;-0.696;-0.033;-0.030
1;-20;-0.718;-0.696;-0.034;-0.030
1;-20;-0.718;-0.697;-0.034;-0.030
1;-20;-0.717;-0.697;-0.035;-0.030
1;-20;-0.717;-0.697;-0.035;-0.030
1;-20;-0.716;-0.698;-0.036;-0.030
1;-20;-0.716;-0.698;-0.036;-0.030
1;-20;-0.715;-0.699;-0.037;-0.030
1;-20;-0.715;-0.699;-0.037;-0.030
1;-20;-0.714;-0.700;-0.038;-0.030
1;-20;-0.714;-0.700;-0.038;-0.030
1;-20;-0.714;-0.701;-0.039;-0.030
1;-20;-0.713;-0.701;-0.039;-0.030
1;-20;-0.713;-0.702;-0.040;-0.030
1;-20;-0.712;-0.702;-0.040;-0.030
1;-20;-0.712;-0.703;-0.041;-0.030
1;-20;-0.711;-0.703;-0.041;-0.030
1;-20;-0.711;-0.704;-0.042;-0.030
1;-20;-0.710;-0.704;-0.042;-0.030
1;-20;-0.710;-0.705;-0.043;-0.030
1;-20;-0.709;-0.705;-0.043;-0.030
1;-20;-0.709;-0.706;-0.044;-0.030
1;-20;-0.708;-0.706;-0.044;-0.030
1;-20;-0.707;-0.707;-0.045;-0.030
1;-20;-0.707;-0.707;-0.045;-0.030
1;-20;-0.706;-0.708;-0.046;-0.030
1;-20;-0.706;-0.708;-0.046;-0.030
1;-20;-0.705;-0.709;-0.047;-0.030
1;-20;-0.705;-0.710;-0.047;-0.030
1;-20;-0.704;-0.710;-0.048;-0.030
1;-20;-0.703;-0.711;-0.048;-0.030
1;-20;-0.703;-0.711;-0.049;-0.030
1;-20;-0.702;-0.712;-0.049;-0.030
1;-20;-0.702;-0.713;-0.050;-0.030
1;-20;-0.701;-0.713;-0.050;-0.030
1;-20;-0.700;-0.714;-0.051;-0.030
1;-20;-0.700;-0.714;-0.051;-0.030
1;-20;-0.699;-0.715;-0.052;-0.030
1;-20;-0.698;-0.716;-0.052;-0.030
1;-20;-0.698;-0.716;-0.053;-0.030
1;-20;-0.697;-0.717;-0.053;-0.030
1;-20;-0.696;-0.718;-0.054;-0.030
1;-20;-0.696;-0.718;-0.054;-0.030
1;-20;-0.695;-0.719;-0.055;-0.030
1;-20;-0.694;-0.720;-0.055;-0.030
1;-20;-0.694;-0.720;-0.056;-0.030
1;-20;-0.693;-0.721;-0.056;-0.030
1;-20;-0.692;-0.722;-0.057;-0.030
1;-20;-0.692;-0.722;-0.057;-0.030
1;-20;-0.691;-0.723;-0.058;-0.030
1;-20;-0.690;-0.724;-0.058;-0.030
1;-20;-0.689;-0.724;-0.059;-0.030
1;-20;-0.689;-0.725;-0.059;-0.030
1;-20;-0.688;-0.726;-0.060;-0.030
1;-20;-0.687;-0.726;-0.060;-0.030
1;-20;-0.686;-0.727;-0.061;-0.030
1;-20;-0.686;-0.728;-0.061;-0.030
1;-20;-0.685;-0.729;-0.062;-0.030
1;-20;-0.684;-0.729;-0.062;-0.030
1;-20;-0.683;-0.730;-0.063;-0.030
1;-20;-0.683;-0.731;-0.063;-0.030
1;-20;-0.682;-0.732;-0.064;-0.030
1;-20;-0.681;-0.732;-0.064;-0.030
1;-20;-0.680;-0.733;-0.065;-0.030
1;-20;-0.679;-0.734;-0.065;-0.030
1;-20;-0.678;-0.735;-0.066;-0.030
1;-20;-0.678;-0.735;-0.066;-0.030
1;-20;-0.677;-0.736;-0.067;-0.030
1;-20;-0.676;-0.737;-0.067;-0.030
1;-20;-0.675;-0.738;-0.068;-0.030
1;-20;-0.674;-0.739;-0.068;-0.030
1;-20;-0.673;-0.739;-0.069;-0.030
1;-20;-0.672;-0.740;-0.069;-0.030
1;-20;-0.671;-0.741;-0.070;-0.030
1;-20;-0.671;-0.742;-0.070;-0.030
1;-20;-0.670;-0.743;-0.071;-0.030
1;-20;-0.669;-0.743;-0.071;-0.030
1;-20;-0.668;-0.744;-0.072;-0.030
1;-20;-0.667;-0.745;-0.072;-0.030
1;-20;-0.666;-0.746;-0.073;-0.030
1;-20;-0.665;-0.747;-0.073;-0.030
1;-20;-0.664;-0.748;-0.074;-0.030
1;-20;-0.663;-0.749;-0.074;-0.030
1;-20;-0.662;-0.749;-0.075;-0.030
1;-20;-0.661;-0.750;-0.075;-0.030
1;-20;-0.660;-0.751;-0.076;-0.030
1;-20;-0.659;-0.752;-0.076;-0.030
1;-20;-0.658;-0.753;-0.077;-0.030
1;-20;-0.657;-0.754;-0.077;-0.030
1;-20;-0.656;-0.755;-0.078;-0.030
1;-20;-0.655;-0.756;-0.078;-0.030
1;-20;-0.654;-0.756;-0.079;-0.030
1;-20;-0.653;-0.757;-0.079;-0.030
1;-20;-0.652;-0.758;-0.080;-0.030
1;-20;-0.651;-0.759;-0.080;-0.030
1;-20;-0.650;-0.760;-0.081;-0.030
1;-20;-0.649;-0.761;-0.081;-0.030
1;-20;-0.648;-0.762;-0.082;-0.030
1;-20;-0.647;-0.763;-0.082;-0.030
1;-20;-0.646;-0.764;-0.083;-0.030
1;-20;-0.644;-0.765;-0.083;-0.030
1;-20;-0.643;-0.766;-0.084;-0.030
1;-20;-0.642;-0.767;-0.084;-0.030
1;-20;-0.641;-0.767;-0.085;-0.030
1;-20;-0.640;-0.768;-0.085;-0.030
1;-20;-0.639;-0.769;-0.086;-0.030
1;-20;-0.638;-0.770;-0.086;-0.030
1;-20;-0.637;-0.771;-0.087;-0.030
1;-20;-0.635;-0.772;-0.087;-0.030
1;-20;-0.634;-0.773;-0.088;-0.030
1;-20;-0.633;-0.774;-0.088;-0.030
1;-20;-0.632;-0.775;-0.089;-0.030
1;-20;-0.631;-0.776;-0.089;-0.030
1;-20;-0.629;-0.777;-0.090;-0.030
1;-20;-0.628;-0.778;-0.090;-0.030
1;-20;-0.627;-0.779;-0.091;-0.030
1;-20;-0.626;-0.780;-0.091;-0.030
1;-20;-0.624;-0.781;-0.092;-0.030
1;-20;-0.623;-0.782;-0.092;-0.030
1;-20;-0.622;-0.783;-0.093;-0.030
1;-20;-0.621;-0.784;-0.093;-0.030
1;-20;-0.619;-0.785;-0.094;-0.030
1;-20;-0.618;-0.786;-0.094;-0.030
1;-20;-0.617;-0.787;-0.095;-0.030
1;-20;-0.616;-0.788;-0.095;-0.030
1;-20;-0.614;-0.789;-0.096;-0.030
1;-20;-0.613;-0.790;-0.096;-0.030
1;-20;-0.612;-0.791;-0.097;-0.030
1;-20;-0.610;-0.792;-0.097;-0.030
1;-20;-0.609;-0.793;-0.098;-0.030
1;-20;-0.608;-0.794;-0.098;-0.030
1;-20;-0.606;-0.795;-0.099;-0.030
1;-20;-0.605;-0.796;-0.099;-0.030
1;-20;-0.603;-0.797;-0.100;-0.030
1;-20;-0.602;-0.798;-0.100;-0.030
1;-20;-0.601;-0.800;-0.101;-0.030
1;-20;-0.599;-0.801;-0.101;-0.030
1;-20;-0.598;-0.802;-0.102;-0.030
1;-20;-0.596;-0.803;-0.102;-0.030
1;-20;-0.595;-0.804;-0.103;-0.030
1;-20;-0.594;-0.805;-0.103;-0.030
1;-20;-0.592;-0.806;-0.104;-0.030
1;-20;-0.591;-0.807;-0.104;-0.030
1;-20;-0.589;-0.808;-0.105;-0.030
1;-20;-0.588;-0.809;-0.105;-0.030
1;-20;-0.586;-0.810;-0.106;-0.030
1;-20;-0.585;-0.811;-0.106;-0.030
1;-20;-0.583;-0.812;-0.107;-0.030
1;-20;-0.582;-0.813;-0.107;-0.030
1;-20;-0.580;-0.815;-0.108;-0.030
1;-20;-0.579;-0.816;-0.108;-0.030
1;-20;-0.577;-0.817;-0.109;-0.030
1;-20;-0.576;-0.818;-0.109;-0.030
1;-20;-0.574;-0.819;-0.110;-0.030
1;-20;-0.572;-0.820;-0.110;-0.030
1;-20;-0.571;-0.821;-0.111;-0.030
1;-20;-0.569;-0.822;-0.111;-0.030
1;-20;-0.568;-0.823;-0.112;-0.030
1;-20;-0.566;-0.824;-0.112;-0.030
1;-20;-0.564;-0.825;-0.113;-0.030
1;-20;-0.563;-0.827;-0.113;-0.030
1;-20;-0.561;-0.828;-0.114;-0.030
1;-20;-0.560;-0.829;-0.114;-0.030
1;-20;-0.558;-0.830;-0.115;-0.030
1;-20;-0.556;-0.831;-0.115;-0.030
1;-20;-0.555;-0.832;-0.116;-0.030
1;-20;-0.553;-0.833;-0.116;-0.030
1;-20;-0.551;-0.834;-0.117;-0.030
1;-20;-0.549;-0.836;-0.117;-0.030
1;-20;-0.548;-0.837;-0.118;-0.030
1;-20;-0.546;-0.838;-0.118;-0.030
1;-20;-0.544;-0.839;-0.119;-0.030
1;-20;-0.543;-0.840;-0.119;-0.030
1;-20;-0.541;-0.841;-0.120;-0.030
1;-20;-0.539;-0.842;-0.120;-0.030
1;-20;-0.537;-0.843;-0.121;-0.030
1;-20;-0.536;-0.845;-0.121;-0.030
1;-20;-0.534;-0.846;-0.122;-0.030
1;-20;-0.532;-0.847;-0.122;-0.030
1;-20;-0.530;-0.848;-0.123;-0.030
1;-20;-0.528;-0.849;-0.123;-0.030
1;-20;-0.526;-0.850;-0.124;-0.030
1;-20;-0.525;-0.851;-0.124;-0.030
1;-20;-0.523;-0.852;-0.125;-0.030
1;-20;-0.521;-0.854;-0.125;-0.030
1;-20;-0.519;-0.855;-0.126;-0.030
1;-20;-0.517;-0.856;-0.126;-0.030
1;-20;-0.515;-0.857;-0.127;-0.030
1;-20;-0.513;-0.858;-0.127;-0.030
1;-20;-0.512;-0.859;-0.128;-0.030
1;-20;-0.510;-0.860;-0.128;-0.030
1;-20;-0.508;-0.862;-0.129;-0.030
1;-20;-0.506;-0.863;-0.129;-0.030
1;-20;-0.504;-0.864;-0.130;-0.030
1;-20;-0.502;-0.865;-0.130;-0.030
1;-20;-0.500;-0.866;-0.131;-0.030
1;-20;-0.498;-0.867;-0.131;-0.030
1;-20;-0.496;-0.868;-0.132;-0.030
1;-20;-0.494;-0.870;-0.132;-0.030
1;-20;-0.492;-0.871;-0.133;-0.030
1;-20;-0.490;-0.872;-0.133;-0.030
1;-20;-0.488;-0.873;-0.134;-0.030
1;-20;-0.486;-0.874;-0.134;-0.030
1;-20;-0.484;-0.875;-0.135;-0.030
1;-20;-0.482;-0.876;-0.135;-0.030
1;-20;-0.480;-0.877;-0.136;-0.030
1;-20;-0.478;-0.879;-0.136;-0.030
1;-20;-0.475;-0.880;-0.137;-0.030
1;-20;-0.473;-0.881;-0.137;-0.030
1;-20;-0.471;-0.882;-0.138;-0.030
1;-20;-0.469;-0.883;-0.138;-0.030
1;-20;-0.467;-0.884;-0.139;-0.030
1;-20;-0.465;-0.885;-0.139;-0.030
1;-20;-0.463;-0.887;-0.140;-0.030
1;-20;-0.461;-0.888;-0.140;-0.030
1;-20;-0.458;-0.889;-0.141;-0.030
1;-20;-0.456;-0.890;-0.141;-0.030
1;-20;-0.454;-0.891;-0.142;-0.030
1;-20;-0.452;-0.892;-0.142;-0.030
1;-20;-0.450;-0.893;-0.143;-0.030
1;-20;-0.447;-0.894;-0.143;-0.030
1;-20;-0.445;-0.895;-0.144;-0.030
1;-20;-0.443;-0.897;-0.144;-0.030
1;-20;-0.441;-0.898;-0.145;-0.030
1;-20;-0.438;-0.899;-0.145;-0.030
1;-20;-0.436;-0.900;-0.146;-0.030
1;-20;-0.434;-0.901;-0.146;-0.030
1;-20;-0.431;-0.902;-0.147;-0.030
1;-20;-0.429;-0.903;-0.147;-0.030
1;-20;-0.427;-0.904;-0.148;-0.030
1;-20;-0.425;-0.905;-0.148;-0.030
1;-20;-0.422;-0.907;-0.149;-0.030
1;-20;-0.420;-0.908;-0.149;-0.030
1;-20;-0.417;-0.909;-0.150;-0.030
1;-20;-0.415;-0.910;-0.150;-0.030
1;-20;-0.413;-0.911;-0.151;-0.030
1;-20;-0.410;-0.912;-0.151;-0.030
1;-20;-0.408;-0.913;-0.152;-0.030
1;-20;-0.405;-0.914;-0.152;-0.030
1;-20;-0.403;-0.915;-0.153;-0.030
